"VideoID";"Link";"DownloadableLink"
"0064-EDGENET";"https://assets.edgenet.com//0e2f52a1-6003-4af6-a831-3d03a0fcd519";"https://assets.edgenet.com//0e2f52a1-6003-4af6-a831-3d03a0fcd519"
"0065-EDGENET";"https://assets.edgenet.com//5bc3d6e0-2120-43fe-85d7-0671b5a84e2c";"https://assets.edgenet.com//5bc3d6e0-2120-43fe-85d7-0671b5a84e2c"
"0066-WIDENNET";"https://milwaukeetool.widen.net/s/5zggqjx86v/2520_m12_fuel_hackzall";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0067-EDGENET";"https://assets.edgenet.com//d066cbfb-e56a-4887-9d8f-9d38c87725ed";"https://assets.edgenet.com//d066cbfb-e56a-4887-9d8f-9d38c87725ed"
"0068-YOUTUBE";"https://www.youtube.com/watch?v=XjaQeJ4wu6s";"https://www.youtube.com/watch?v=XjaQeJ4wu6s"
"0069-YOUTUBE";"https://www.youtube.com/watch?v=LWGnSsF6MmY";"https://www.youtube.com/watch?v=LWGnSsF6MmY"
"0070-WIDENNET";"https://milwaukeetool.widen.net/s/uhtnqt9fe4/milwaukeer-m12-fueltrade-";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0071-EDGENET";"https://assets.edgenet.com/d066cbfb-e56a-4887-9d8f-9d38c87725ed";"https://assets.edgenet.com/d066cbfb-e56a-4887-9d8f-9d38c87725ed"
"0072-SMUGMUG";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-8NGLsjZ/A";"TO DO TO DO TO DO TO DO TO DO TO DO TO DO TO DO "
"0073-YOUTUBE";"https://www.youtube.com/watch?v=ufxyJmrX6z0";"https://www.youtube.com/watch?v=ufxyJmrX6z0"
"0074-EDGENET";"https://assets.edgenet.com/b353a1a4-9a06-4ff1-adbe-b7fabd64f3e3";"https://assets.edgenet.com/b353a1a4-9a06-4ff1-adbe-b7fabd64f3e3"
"0075-EDGENET";"https://assets.edgenet.com//21106bda-7801-4383-8410-be475d660126";"https://assets.edgenet.com//21106bda-7801-4383-8410-be475d660126"
"0076-EDGENET";"https://assets.edgenet.com/94db1034-4131-42cb-b896-a7ccfa2789ec";"https://assets.edgenet.com/94db1034-4131-42cb-b896-a7ccfa2789ec"
"0077-YOUTUBE";"https://www.youtube.com/watch?v=ltDReXejve2";"https://www.youtube.com/watch?v=ltDReXejve2"
"0078-EDGENET";"https://assets.edgenet.com/990b150a-85a5-47c0-8878-52a255137308";"https://assets.edgenet.com/990b150a-85a5-47c0-8878-52a255137308"
"0079-EDGENET";"https://assets.edgenet.com/acfcf507-ddd0-4175-a7ee-f61914ff8266";"https://assets.edgenet.com/acfcf507-ddd0-4175-a7ee-f61914ff8266"
"0080-EDGENET";"https://assets.edgenet.com/cc087b91-31c9-4e14-bada-629593bef04f";"https://assets.edgenet.com/cc087b91-31c9-4e14-bada-629593bef04f"
"0081-WIDENCDN";"https://p.widencdn.net/iotvzl/Milwaukee-M12-System-Overview_WOCallouts";"Dead Link"
"0082-YOUTUBE";"https://www.youtube.com/watch?v=Kk-8Ph35GO0";"https://www.youtube.com/watch?v=Kk-8Ph35GO0"
"0083-YOUTUBE";"https://www.youtube.com/watch?v=Kk-8Ph35GO1";"https://www.youtube.com/watch?v=Kk-8Ph35GO1"
"0084-EDGENET";"https://assets.edgenet.com//1bf2f478-bc77-4c95-ac2e-a348409547de";"https://assets.edgenet.com//1bf2f478-bc77-4c95-ac2e-a348409547de"
"0085-EDGENET";"https://assets.edgenet.com/1bf2f478-bc77-4c95-ac2e-a348409547de";"https://assets.edgenet.com/1bf2f478-bc77-4c95-ac2e-a348409547de"
"0086-EDGENET";"https://assets.edgenet.com//903a543c-cfb9-4519-8bea-f19c6157946b";"https://assets.edgenet.com//903a543c-cfb9-4519-8bea-f19c6157946b"
"0087-YOUTUBE";"https://www.youtube.com/watch?v=JfBSM-rnAzw";"https://www.youtube.com/watch?v=JfBSM-rnAzw"
"0088-EDGENET";"https://assets.edgenet.com/903a543c-cfb9-4519-8bea-f19c6157946b";"https://assets.edgenet.com/903a543c-cfb9-4519-8bea-f19c6157946b"
"0089-EDGENET";"https://assets.edgenet.com//0979b349-7c10-44d1-953f-37965bb9ba2a";"https://assets.edgenet.com//0979b349-7c10-44d1-953f-37965bb9ba2a"
"0090-EDGENET";"https://assets.edgenet.com/0979b349-7c10-44d1-953f-37965bb9ba2a";"https://assets.edgenet.com/0979b349-7c10-44d1-953f-37965bb9ba2a"
"0091-EDGENET";"https://assets.edgenet.com/4f091c28-30b6-4781-a56d-13993da19581";"https://assets.edgenet.com/4f091c28-30b6-4781-a56d-13993da19581"
"0092-EDGENET";"https://assets.edgenet.com/5c746302-cb02-45c3-9e12-5ee12b5bae86";"https://assets.edgenet.com/5c746302-cb02-45c3-9e12-5ee12b5bae86"
"0093-WIDENNET";"https://milwaukeetool.widen.net/s/xd7wxkdjls/2606_m18_1_2_drilldriver";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0094-YOUTUBE";"https://www.youtube.com/embed/_MU11eJPudU";"https://www.youtube.com/watch?v=_MU11eJPudU"
"0095-WIDENNET";"https://milwaukeetool.widen.net/s/wm88wzgzxo/milwaukeer_m18trade-mark-";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0096-YOUTUBE";"https://www.youtube.com/watch?v=i-zPhKSUkIs";"https://www.youtube.com/watch?v=i-zPhKSUkIs"
"0097-WIDENNET";"https://milwaukeetool.widen.net/s/jfpnvphfdc/2625_m18_hackzall";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0098-WIDENNET";"https://milwaukeetool.widen.net/s/mgkvjtr79h/2630_m18_circular_saw";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0099-WIDENNET";"https://milwaukeetool.widen.net/s/5lgpdrwcj8/2646_m18_greasegun";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0100-YOUTUBE";"https://www.youtube.com/watch?v=qEtgLwYwXpk";"https://www.youtube.com/watch?v=qEtgLwYwXpk"
"0101-WIDENNET";"https://milwaukeetool.widen.net/s/lgj9f7hfnh/2674_m18_short_throw_pres";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0102-WIDENNET";"https://milwaukeetool.widen.net/s/bcsvltwjzs/2672_2679_m18_forcelogic_";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0103-YOUTUBE";"https://www.youtube.com/embed/2zMCpiP8isQ";"https://www.youtube.com/watch?v=2zMCpiP8isQ"
"0104-WIDENNET";"https://milwaukeetool.widen.net/s/qgds2scbv7/2719_m18_fuel-hackzall_wo";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0105-WIDENNET";"https://milwaukeetool.widen.net/s/cz8bllszrs/m18-fueltrade-mark-sign-s";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0106-YOUTUBE";"https://www.youtube.com/watch?v=NCAiuv50VoE";"https://www.youtube.com/watch?v=NCAiuv50VoE"
"0107-YOUTUBE";"https://www.youtube.com/watch?v=tIBt4MYBl1s&t=16s";"https://www.youtube.com/watch?v=tIBt4MYBl1s"
"0108-EDGENET";"https://assets.edgenet.com/6e571d76-710d-4ecc-8687-5b9dd051bb35";"https://assets.edgenet.com/6e571d76-710d-4ecc-8687-5b9dd051bb35"
"0109-WIDENNET";"https://milwaukeetool.widen.net/s/prdp5rjsfk/m18-fueltrade-mark-sign-c";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0110-WIDENNET";"https://milwaukeetool.widen.net/s/6slxzwkd2v/2730_m18_fuel_61_2_circul";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0111-YOUTUBE";"https://www.youtube.com/embed/BmTg77DiETM";"https://www.youtube.com/watch?v=BmTg77DiETM"
"0112-EDGENET";"https://assets.edgenet.com/7b549afd-50db-42cb-b8f7-22a0f5626593";"https://assets.edgenet.com/7b549afd-50db-42cb-b8f7-22a0f5626593"
"0113-EDGENET";"https://assets.edgenet.com/edc03997-bf5c-406a-992e-6fa91fcc878b";"https://assets.edgenet.com/edc03997-bf5c-406a-992e-6fa91fcc878b"
"0114-YOUTUBE";"https://www.youtube.com/watch?v=wz3V80uKl_E";"https://www.youtube.com/watch?v=wz3V80uKl_E"
"0115-WIDENNET";"https://milwaukeetool.widen.net/s/kp5jwcgclx/2738_m18_fuel_7_polisher";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0116-YOUTUBE";"https://www.youtube.com/watch?v=XSNBBd4fUf4";"https://www.youtube.com/watch?v=XSNBBd4fUf4"
"0117-WIDENNET";"https://milwaukeetool.widen.net/s/xgv9vdpnxn/milwaukeer-m18-fueltrade-";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0118-PLAYERVIMEO";"https://player.vimeo.com/video/658833962?h=e57566bd3a&color=db011c";"TO DO TO DO TO DO TO DO TO DO TO DO TO DO TO DO "
"0119-YOUTUBE";"https://www.youtube.com/watch?v=AxkpocklIbk";"https://www.youtube.com/watch?v=AxkpocklIbk"
"0120-YOUTUBE";"https://www.youtube.com/watch?v=YbMZuVBv-1k";"https://www.youtube.com/watch?v=YbMZuVBv-1k"
"0121-WIDENNET";"https://milwaukeetool.widen.net/s/grdzqw9r6t/2760_m18_fuel_surge_hydra";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0122-YOUTUBE";"https://www.youtube.com/watch?v=PTy8_T3EvVQ";"https://www.youtube.com/watch?v=PTy8_T3EvVQ"
"0123-EDGENET";"https://assets.edgenet.com/71142688-776b-45cc-b2cb-388ab0aa56ca";"https://assets.edgenet.com/71142688-776b-45cc-b2cb-388ab0aa56ca"
"0124-WIDENNET";"https://milwaukeetool.widen.net/s/tpmjw9xmvg/2782_m18_fuel_metal_saw";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0125-WIDENNET";"https://milwaukeetool.widen.net/s/lw5qswxxlq/2792_bluetooth_radio";"https://previews.us-east-1.widencdn.net/seeds/37973549/assets/asset-view/0/a/5/a/0a5a0f85-8709-4da1-81aa-a2fccecec5ca/video_legacy_hd?Expires=1763913600&Signature=InN8diGRcGANr8~Ad5dyAhtD~QcN4jx3UJBFEIYgROCeUXzYo3Asddb8tmXMaloKa-WS7b3F1StRDTJ-dSDi5PQbuA-6gBF7gPhp3qKDjHvJ0cDB7bSH1Qa2PP5EN1ygX0lpvVyfJFdHXSrX9wdiHTOfAU0jqg8krWdLEDTqv23mwFsHTlCQmzKpQqCg~MRe4FZx7~rKsN~PhqMBjfxPaCKdzuuQ4W9EVn-ikrWiMcFETGI9wawVW3aDdiIUiIg9VCaWyExr8oXqXHGrnARPN-veFtTofRqXTZxT~s-KuuP~G-IPsNFUUKhaUQJsjAIJ7J9oUitC2lxaBIc3iGo3Yg__&Key-Pair-Id=APKAJM7FVRD2EPOYUXBQ"
"0126-YOUTUBE";"https://www.youtube.com/watch?v=ufjAUrzdUCI";"https://www.youtube.com/watch?v=ufjAUrzdUCI"
"0127-YOUTUBE";"https://www.youtube.com/watch?v=bg0XZBQ5UWI";"https://www.youtube.com/watch?v=bg0XZBQ5UWI"
"0128-YOUTUBE";"https://www.youtube.com/embed/jxKZSZaJ3MA";"https://www.youtube.com/watch?v=jxKZSZaJ3MA"
"0129-YOUTUBE";"https://www.youtube.com/watch?v=45s1Zou7QrI";"https://www.youtube.com/watch?v=45s1Zou7QrI"
"0130-YOUTUBE";"https://www.youtube.com/watch?v=GPmgR23E4d8";"https://www.youtube.com/watch?v=GPmgR23E4d8"
"0131-YOUTUBE";"https://www.youtube.com/watch?v=gjCiJsV7AfA";"https://www.youtube.com/watch?v=gjCiJsV7AfA"
"0132-EDGENET";"https://assets.edgenet.com/ec9975f2-851c-4d1f-90c5-07dd6585050c";"https://assets.edgenet.com/ec9975f2-851c-4d1f-90c5-07dd6585050c"
"0133-YOUTUBE";"https://www.youtube.com/watch?v=lPEpd9XdBV4";"https://www.youtube.com/watch?v=lPEpd9XdBV4"
"0134-EDGENET";"https://assets.edgenet.com//77287abe-e0e9-4d99-83e8-3622727cdf05";"https://assets.edgenet.com//77287abe-e0e9-4d99-83e8-3622727cdf05"
"0135-YOUTUBE";"https://www.youtube.com/watch?v=Z2Rk3Nsj8fE";"https://www.youtube.com/watch?v=Z2Rk3Nsj8fE"
"0136-YOUTUBE";"https://www.youtube.com/watch?v=8Ntq3hvxFnI";"https://www.youtube.com/watch?v=8Ntq3hvxFnI"
"0137-YOUTU-BE";"https://youtu.be/PJB4fPLluII?si=-hOCfiEoSJWt5H7T";"https://www.youtube.com/watch?v=PJB4fPLluII"
"0138-YOUTUBE";"https://www.youtube.com/watch?v=Sru3GgFLof0";"https://www.youtube.com/watch?v=Sru3GgFLof0"
"0139-YOUTUBE";"https://www.youtube.com/embed/QVxxUKry8kk""";"https://www.youtube.com/watch?v=QVxxUKry8kk"
"0140-YOUTUBE";"https://www.youtube.com/watch?v=PXugDgrAL_0";"https://www.youtube.com/watch?v=PXugDgrAL_0"
"0141-YOUTUBE";"https://www.youtube.com/embed/aW_kYAVz_Zk";"https://www.youtube.com/watch?v=aW_kYAVz_Zk"
