"ProductSKU";"Brand";"LinkFROriginal";"VideoID-FR";"LinkENOriginal";"VideoID-EN"
"MIL2879-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2880-20";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET"
"MIL2880-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2881-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2882-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2883-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2886-20";"MILWAUKEE";"https://www.youtube.com/embed/Xfa1b17Q5dw";"0151-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2887-20";"MILWAUKEE";"https://vimeo.com/658692112";"0152-VIMEO";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2888-20";"MILWAUKEE";"https://www.youtube.com/embed/oKOx1vTPsyI";"0153-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2889-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=oKOx1vTPsyI";"0154-YOUTUBE"
"MIL2891-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/gxb2vp92ch/2891_m12_m18_jobsite_spea";"0155-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2904-20";"MILWAUKEE";"https://www.youtube.com/embed/2iXw_x2Q_ZU";"0156-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2904-22";"MILWAUKEE";"https://www.youtube.com/embed/2iXw_x2Q_ZU";"0156-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2909-20";"MILWAUKEE";"https://www.youtube.com/watch?v=kkCzn0xIpmQ";"0157-YOUTUBE";"https://www.youtube.com/watch?v=kkCzn0xIpmQ";"0157-YOUTUBE"
"MIL2909-21";"MILWAUKEE";"https://www.youtube.com/watch?v=kkCzn0xIpmQ";"0157-YOUTUBE";"https://www.youtube.com/watch?v=kkCzn0xIpmQ";"0157-YOUTUBE"
"MIL2910-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2910-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2911-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2911-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2912-20";"MILWAUKEE";"https://www.youtube.com/embed/XEbh05vM5C8";"0158-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2912-22";"MILWAUKEE";"https://www.youtube.com/embed/XEbh05vM5C8";"0158-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2912-22DE";"MILWAUKEE";"https://www.youtube.com/embed/XEbh05vM5C8";"0158-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2912-DE";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2915-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://assets.edgenet.com/093f084b-106e-4600-9f2f-b2711cd3a3ad";"0160-EDGENET"
"MIL2915-22DE";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://assets.edgenet.com/093f084b-106e-4600-9f2f-b2711cd3a3ad";"0160-EDGENET"
"MIL2915-DE";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2916-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2916-22";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2916-DE";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2922-22";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=fDXZjxJP2-A";"0161-YOUTUBE"
"MIL2928-22";"MILWAUKEE";"https://www.youtube.com/embed/kvFzrMNxHeQ?si=UICdxt6vWD0ELQA7";"0162-YOUTUBE";"https://www.youtube.com/embed/kvFzrMNxHeQ?si=UICdxt6vWD0ELQA7";"0162-YOUTUBE"
"MIL2932-22XC";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://assets.edgenet.com/f320e9fa-d1d0-4654-9a48-83e869730fb2";"0163-EDGENET"
"MIL2933-21";"MILWAUKEE";"https://www.youtube.com/embed/4KmsWV01skY?si=uQYn0aA76P0augfN";"0164-YOUTUBE";"https://www.youtube.com/embed/4KmsWV01skY?si=uQYn0aA76P0augfN";"0164-YOUTUBE"
"MIL2935AL-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2939-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=4hxiBlOGL6Q";"0165-YOUTUBE"
"MIL2940-20";"MILWAUKEE";"";;"https://www.youtube.com/embed/RPBsNGqJYnU";"0166-YOUTUBE"
"MIL2950-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=ZRjt-fraF7I";"0167-YOUTUBE"
"MIL2951-20";"MILWAUKEE";"https://assets.edgenet.com//cfc17785-11d4-45c6-9731-2b2ce5f67357";"0168-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2953-20";"MILWAUKEE";"https://www.youtube.com/embed/eDhByGWlE_A";"0169-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2953-22";"MILWAUKEE";"https://www.youtube.com/embed/eDhByGWlE_A";"0169-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2960-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/wm88wzgzxo/milwaukeer_m18trade-mark-";"0095-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2960-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/wm88wzgzxo/milwaukeer_m18trade-mark-";"0095-WIDENNET";"https://www.youtube.com/watch?v=JsOVq1pL8Aw";"0170-YOUTUBE"
"MIL2960-22R";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2962-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2962-22R";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2970-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2971-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2973-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2977-20";"MILWAUKEE";"https://www.youtube.com/embed/2zMCpiP8isQ";"0103-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2977-22BG";"MILWAUKEE";"https://www.youtube.com/embed/2zMCpiP8isQ";"0103-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2977-22O";"MILWAUKEE";"https://www.youtube.com/embed/2zMCpiP8isQ";"0103-YOUTUBE";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2978-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2978-22";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2978-22BG";"MILWAUKEE";"";;"https://assets.edgenet.com/b37ee2d7-6777-4a8b-b5c4-77db8eb4ea2b";"0171-EDGENET"
"MIL2978-22K";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2978-22O";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2980-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=J3U4Ch7xe7w";"0172-YOUTUBE"
"MIL2980-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/5wbfsb9xgv/milwaukeer-m18-fueltrade-";"0173-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2981-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=J3U4Ch7xe7w";"0172-YOUTUBE"
"MIL2982-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=j3b4uDYRtrE";"0174-YOUTUBE"
"MIL2990-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/lvzqgdnqjw/milwaukeer-m18-fueltrade-";"0175-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2990-21HD";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2999-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"";
"MIL3004-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-XXhk3M7/A";"0176-SMUGMUG";"https://www.youtube.com/watch?v=tKjwnep-t0E";"0177-YOUTUBE"
"MIL3013-20";"MILWAUKEE";"";;"https://assets.edgenet.com/8dd3ba14-70b0-4dc1-9b22-2c23b777bed4";"0178-EDGENET"
"MIL3013-21";"MILWAUKEE";"";;"https://assets.edgenet.com/8dd3ba14-70b0-4dc1-9b22-2c23b777bed4";"0178-EDGENET"
"MIL3033-20";"MILWAUKEE";"";;"https://www.youtube.com/embed/rZQza36rFHw";"0179-YOUTUBE"
"MIL3033-21";"MILWAUKEE";"";;"https://www.youtube.com/embed/rZQza36rFHw";"0179-YOUTUBE"
"MIL3034-20";"MILWAUKEE";"";;"https://www.youtube.com/embed/rZQza36rFHw";"0179-YOUTUBE"
"MIL3034-21";"MILWAUKEE";"";;"https://www.youtube.com/embed/rZQza36rFHw";"0179-YOUTUBE"
"MIL3046-20";"MILWAUKEE";"";;"https://www.youtube.com/embed/XB_4atBVqO8";"0180-YOUTUBE"
"MIL3046-21HD";"MILWAUKEE";"";;"https://www.youtube.com/embed/XB_4atBVqO8";"0180-YOUTUBE"
"MIL306B-212X";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL306B-21L";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL306B-21M";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3150-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3300R";"MILWAUKEE";"https://milwaukeetool.widen.net/s/vg9hgtfkmf/roll-ontrade-mark-sign-3600w7200w-power-supply_youtube";"0181-WIDENNET";"https://milwaukeetool.widen.net/s/vg9hgtfkmf/roll-ontrade-mark-sign-3600w7200w-power-supply_youtube";"0181-WIDENNET"
"MIL336BL-21L";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336BL-21M";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336BL-21S";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336BL-21XL";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336G-21L";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336G-21M";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336G-21S";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL336G-21XL";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/vl9pvldhbr/milwaukeer-womens-workwear";"0182-WIDENNET"
"MIL3404-20";"MILWAUKEE";"https://www.youtube.com/embed/zAvhGUrmwc4";"0183-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3404-22";"MILWAUKEE";"https://www.youtube.com/embed/zAvhGUrmwc4";"0183-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3453-20";"MILWAUKEE";"https://www.youtube.com/embed/Mx9gA3vhAHI";"0184-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3453-22";"MILWAUKEE";"https://www.youtube.com/embed/Mx9gA3vhAHI";"0184-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3476-20";"MILWAUKEE";"https://www.youtube.com/embed/_5Yaa0fXVMI?si=fyddmqv5rN7HDboD";"0185-YOUTUBE";"https://www.youtube.com/embed/_5Yaa0fXVMI?si=fyddmqv5rN7HDboD";"0185-YOUTUBE"
"MIL3485-22";"MILWAUKEE";"https://www.youtube.com/embed/jO48v_h__yA?si=-iqpIT-EEUrbAW1V";"0186-YOUTUBE";"https://www.youtube.com/embed/jO48v_h__yA?si=-iqpIT-EEUrbAW1V";"0186-YOUTUBE"
"MIL3510-21";"MILWAUKEE";"https://assets.edgenet.com//6d7682ce-7882-48ff-ab41-7bace5e11386";"0187-EDGENET";"";
"MIL3521-21";"MILWAUKEE";"";;"https://assets.edgenet.com/a9772990-e463-45f9-bb02-18440f30f022";"0188-EDGENET"
"MIL3522-21";"MILWAUKEE";"https://assets.edgenet.com//309d9d24-7dbb-4ed6-85e3-aa09db62b76f";"0189-EDGENET";"";
"MIL3602-20";"MILWAUKEE";"https://www.youtube.com/embed/4LA3I7efF1M";"0190-YOUTUBE";"https://www.youtube.com/embed/4LA3I7efF1M";"0190-YOUTUBE"
"MIL3602-22CT";"MILWAUKEE";"https://www.youtube.com/embed/4LA3I7efF1M";"0190-YOUTUBE";"https://www.youtube.com/embed/4LA3I7efF1M";"0190-YOUTUBE"
"MIL3622-20";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-ffvVLBX/A";"0191-SMUGMUG";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3622-21";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-ffvVLBX/A";"0191-SMUGMUG";"https://assets.edgenet.com/6d7682ce-7882-48ff-ab41-7bace5e11386";"0192-EDGENET"
"MIL3624-20";"MILWAUKEE";"";;"https://assets.edgenet.com/a9772990-e463-45f9-bb02-18440f30f022";"0188-EDGENET"
"MIL3624-21";"MILWAUKEE";"";;"https://assets.edgenet.com/309d9d24-7dbb-4ed6-85e3-aa09db62b76f";"0193-EDGENET"
"MIL3632-21";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-QF9wsbz/A";"0194-SMUGMUG";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL3650-20";"MILWAUKEE";"https://www.youtube.com/embed/Iqn53-24U-Y";"0195-YOUTUBE";"https://www.youtube.com/embed/Iqn53-24U-Y";"0195-YOUTUBE"
"MIL3650-22CT";"MILWAUKEE";"www.youtube.com/embed/Iqn53-24U-Y";"0196-YOUTUBE";"www.youtube.com/embed/Iqn53-24U-Y";"0196-YOUTUBE"
"MIL3651-20";"MILWAUKEE";"https://www.youtube.com/embed/EuO88jo2qMU";"0197-YOUTUBE";"https://www.youtube.com/embed/EuO88jo2qMU";"0197-YOUTUBE"
"MIL3675-20";"MILWAUKEE";"https://www.youtube.com/embed/tDzj972Ypio?si=L6bLAVHWe37yE0Gd";"0198-YOUTUBE";"https://www.youtube.com/embed/tDzj972Ypio?si=L6bLAVHWe37yE0Gd";"0198-YOUTUBE"
"MIL3692-22CT";"MILWAUKEE";"https://www.youtube.com/embed/EuO88jo2qMU";"0197-YOUTUBE";"https://www.youtube.com/embed/EuO88jo2qMU";"0197-YOUTUBE"
"MIL3697-27";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL3699-22";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-BvFMkm7/A";"0159-SMUGMUG";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL3701-21";"MILWAUKEE";"https://www.youtube.com/embed/yWgLkOWoJpE?si=kVKqOWEbksic0Ni0";"0199-YOUTUBE";"https://www.youtube.com/embed/yWgLkOWoJpE?si=-4Hci-4orHCyLFRb";"0200-YOUTUBE"
"MIL3701-21T";"MILWAUKEE";"https://www.youtube.com/embed/yWgLkOWoJpE?si=kVKqOWEbksic0Ni0";"0199-YOUTUBE";"https://www.youtube.com/embed/yWgLkOWoJpE?si=-4Hci-4orHCyLFRb";"0200-YOUTUBE"
"MIL3702-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL47-53-2775";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=Mx9gA3vhAHI";"0201-YOUTUBE"
"MIL47-53-2817";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL48-00-1610";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=EDcDngaAVxc";"0202-YOUTUBE"
"MIL48-00-1640";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=6ktPFR4wD-s";"0203-YOUTUBE"
"MIL48-00-5091";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"https://www.youtube.com/watch?v=A53bmMrBLDA";"0205-YOUTUBE"
"MIL48-00-5092";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5093";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5094";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"https://www.youtube.com/watch?v=0axbpDOdeJo";"0206-YOUTUBE"
"MIL48-00-5161";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"https://www.youtube.com/watch?v=0axbpDOdeJo";"0206-YOUTUBE"
"MIL48-00-5162";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5163";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5181";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"https://www.youtube.com/watch?v=0axbpDOdeJo";"0206-YOUTUBE"
"MIL48-00-5182";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5183";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5186";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5187";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5188";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5193";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5194";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5203";"MILWAUKEE";"https://assets.edgenet.com//406cb7f3-247e-41fe-aac8-57f851b6ac29";"0207-EDGENET";"https://www.youtube.com/watch?v=yWgLkOWoJpE";"0208-YOUTUBE"
"MIL48-00-5221";"MILWAUKEE";"https://www.youtube.com/embed/rhzxLymECWU";"0209-YOUTUBE";"https://www.youtube.com/watch?v=yWgLkOWoJpE";"0208-YOUTUBE"
"MIL48-00-5226";"MILWAUKEE";"https://www.youtube.com/embed/rhzxLymECWU";"0209-YOUTUBE";"https://www.youtube.com/watch?v=mDRQYGocC34";"0210-YOUTUBE"
"MIL48-00-5227";"MILWAUKEE";"https://www.youtube.com/embed/rhzxLymECWU";"0209-YOUTUBE";"";
"MIL48-00-5302";"MILWAUKEE";"";;"https://assets.edgenet.com/7a4ee311-faa7-4abd-98b8-b04ee0841553";"0211-EDGENET"
"MIL48-00-5501";"MILWAUKEE";"";;"https://assets.edgenet.com/7a4ee311-faa7-4abd-98b8-b04ee0841553";"0211-EDGENET"
"MIL48-00-5502";"MILWAUKEE";"";;"https://assets.edgenet.com/406cb7f3-247e-41fe-aac8-57f851b6ac29";"0212-EDGENET"
"MIL48-00-5503";"MILWAUKEE";"";;"https://assets.edgenet.com/441a8818-8f37-4fa5-b942-c2be437b455a";"0213-EDGENET"
"MIL48-00-5712";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5713";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5786";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5787";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5788";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5789";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5790";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5791";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
"MIL48-00-5794";"MILWAUKEE";"https://assets.edgenet.com//7a4ee311-faa7-4abd-98b8-b04ee0841553";"0204-EDGENET";"";
