"ProductSKU";"Brand";"LinkFROriginal";"VideoID-FR";"LinkENOriginal";"VideoID-EN"
"MIL2136-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2144-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2145-20";"MILWAUKEE";"";;"https://assets.edgenet.com/3241c770-9b21-454b-a707-03dd068d1744";"0024-EDGENET"
"MIL2146-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2150-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2151-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2155-AC";"MILWAUKEE";"https://www.youtube.com/embed/zM7TAM-rLAY?rel=0";"0025-YOUTUBE";"";
"MIL2160-21";"MILWAUKEE";"";;"https://assets.edgenet.com/0b312cb7-3007-40e5-9acf-80ebf867592a";"0026-EDGENET"
"MIL2161-21";"MILWAUKEE";"";;"https://assets.edgenet.com/867c79af-a329-40e9-b67d-cc3a9a687560";"0027-EDGENET"
"MIL2162-21";"MILWAUKEE";"";;"https://assets.edgenet.com/867c79af-a329-40e9-b67d-cc3a9a687560";"0027-EDGENET"
"MIL2163-21";"MILWAUKEE";"";;"https://assets.edgenet.com/bbdc6d25-272a-40b7-8911-d3fc9818e174";"0028-EDGENET"
"MIL2278-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2278-20NST";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2319-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=C1c-WvVtE6I";"0030-YOUTUBE"
"MIL2323-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=3-WfsBsASIA";"0031-YOUTUBE"
"MIL2324-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=C_iPbaPf44M";"0032-YOUTUBE"
"MIL2335-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"";
"MIL234B-212X";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/2mgfxghf27/milwaukeer-m12trade-mark-sign-heated-axistrade-mark-sign-jackets-and-vest_wo-callouts";"0033-WIDENNET"
"MIL234B-21L";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/2mgfxghf27/milwaukeer-m12trade-mark-sign-heated-axistrade-mark-sign-jackets-and-vest_wo-callouts";"0033-WIDENNET"
"MIL234B-21M";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/2mgfxghf27/milwaukeer-m12trade-mark-sign-heated-axistrade-mark-sign-jackets-and-vest_wo-callouts";"0033-WIDENNET"
"MIL234B-21XL";"MILWAUKEE";"";;"https://milwaukeetool.widen.net/s/2mgfxghf27/milwaukeer-m12trade-mark-sign-heated-axistrade-mark-sign-jackets-and-vest_wo-callouts";"0033-WIDENNET"
"MIL2351-20";"MILWAUKEE";"https://assets.edgenet.com//2d9b75f9-ea78-4a46-85f0-5610df0a76db";"0034-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2352-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2353-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2354-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2356-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2357-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=uWY3GPGbAmo";"0035-YOUTUBE"
"MIL2361-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2362-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2363-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/fwhtdrcxft/milwaukeer_m18trade-mark-";"0018-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2364-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=aKUKvQsUeRc";"0036-YOUTUBE"
"MIL2365-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/rhcxp9gbx6/2365_m18-rover-flood-ligh";"0037-WIDENNET";"https://www.youtube.com/watch?v=KvhkTwwB2Zk";"0002-YOUTUBE"
"MIL2366-20";"MILWAUKEE";"";;"https://assets.edgenet.com/b81889db-bc00-43c4-a9d8-d159a59bbc2b";"0038-EDGENET"
"MIL2367-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2401-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2401-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2402-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/b7nxfbpd9s/2402_m12_fuel_screwdriver";"0039-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2402-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2406-22";"MILWAUKEE";"https://assets.edgenet.com/cbf6e72f-966a-4231-9e72-a08206a19267";"0040-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2407-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/5926sbhffj/2407_m12_nextgen_3_8_dril";"0041-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2407-22";"MILWAUKEE";"https://assets.edgenet.com//308fd718-083f-486e-8ae3-8c9f2bcd99f4";"0042-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2408-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2409-20";"MILWAUKEE";"https://assets.edgenet.com//52e5085f-13ba-46b7-af51-ef3432745035";"0043-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2409-22";"MILWAUKEE";"https://assets.edgenet.com//52e5085f-13ba-46b7-af51-ef3432745035";"0043-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2415-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/lhtsz7c8pr/2415_m12_rightangle_drill";"0044-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2420-20";"MILWAUKEE";"https://assets.edgenet.com//a536b01d-5e78-4e86-afdf-c0d86456c9a8";"0045-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2420-21";"MILWAUKEE";"https://assets.edgenet.com//a536b01d-5e78-4e86-afdf-c0d86456c9a8";"0045-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2426-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2426-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=uWY3GPGbAmo";"0035-YOUTUBE"
"MIL2429-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/qa47yywkus/milwaukeer-m12trade-mark-";"0046-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2429-21XC";"MILWAUKEE";"https://milwaukeetool.widen.net/s/qa47yywkus/milwaukeer-m12trade-mark-";"0046-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2432-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2438-20";"MILWAUKEE";"https://www.youtube.com/embed/8DFlljLCM4o";"0047-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2438-22X";"MILWAUKEE";"https://www.youtube.com/embed/8DFlljLCM4o";"0047-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2441-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/qa47yywkus/milwaukeer-m12trade-mark-";"0046-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2442-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2446-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2446-21XC";"MILWAUKEE";"https://milwaukeetool.widen.net/s/sxxqgp5jw8/2446_m12_greasegun";"0048-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2447-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2448-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2448-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2454-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/vrbhc6srlj/2452_2454_m12_fuel-impact";"0049-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2455-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/qa47yywkus/milwaukeer-m12trade-mark-";"0046-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2456-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/kw6cfd5lxf/2456_m12_ratchet";"0050-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2457-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2457-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2458-20";"MILWAUKEE";"https://www.youtube.com/embed/C7Klzgnm7AQ";"0051-YOUTUBE";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2458-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2460-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/svhmpzzs29/2460_m12_rotary_tool";"0052-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2462-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2462-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2465-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/bc8lvzcpqh/m12fuel_digitaltorquewren";"0053-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2466-20";"MILWAUKEE";"";;"https://assets.edgenet.com/f5ea9be5-6057-4c5e-9130-cebd701d7ec6";"0054-EDGENET"
"MIL2467-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2470-20";"MILWAUKEE";"https://assets.edgenet.com/4639ed3b-bdc1-4cf0-8060-631f17101e03";"0055-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2470-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/2vkh6k6xlh/2470_m12_pvc_shear";"0056-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2471-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/swn9wswjz7/2471_m12_copper_tubing_cu";"0057-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2471-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/swn9wswjz7/2471_m12_copper_tubing_cu";"0057-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2472-21XC";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2473-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/6cqrnplszx/m12_m18_-forcelogic";"0058-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2473-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/6cqrnplszx/m12_m18_-forcelogic";"0058-WIDENNET";"";
"MIL2475-20";"MILWAUKEE";"https://assets.edgenet.com//99d5bb66-c4a1-46ae-b88a-6e550593369b";"0059-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2475-21XC";"MILWAUKEE";"https://assets.edgenet.com//99d5bb66-c4a1-46ae-b88a-6e550593369b";"0059-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2476-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=lcTV3wWxwuw";"0060-YOUTUBE"
"MIL2482-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=ddE8-e10d-g";"0061-YOUTUBE"
"MIL2483-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=ddE8-e10d-g";"0061-YOUTUBE"
"MIL2485-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=L4SDkxuNr0o";"0062-YOUTUBE"
"MIL2485-22";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=L4SDkxuNr0o";"0062-YOUTUBE"
"MIL2486-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=RJf-eb8vCuI";"0063-YOUTUBE"
"MIL2486-22";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=RJf-eb8vCuI";"0063-YOUTUBE"
"MIL2488-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2488-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2494-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2497-22";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2498-24";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2505-20";"MILWAUKEE";"https://assets.edgenet.com//0e2f52a1-6003-4af6-a831-3d03a0fcd519";"0064-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2505-22";"MILWAUKEE";"https://assets.edgenet.com//0e2f52a1-6003-4af6-a831-3d03a0fcd519";"0064-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2509-22";"MILWAUKEE";"https://assets.edgenet.com//5bc3d6e0-2120-43fe-85d7-0671b5a84e2c";"0065-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2520-20";"MILWAUKEE";"https://milwaukeetool.widen.net/s/5zggqjx86v/2520_m12_fuel_hackzall";"0066-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2520-21XC";"MILWAUKEE";"https://milwaukeetool.widen.net/s/77vdbwqwwl/milwaukeer-m12trade-mark-";"0029-WIDENNET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2522-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2522-21XC";"MILWAUKEE";"https://assets.edgenet.com//d066cbfb-e56a-4887-9d8f-9d38c87725ed";"0067-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2524-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=XjaQeJ4wu6s";"0068-YOUTUBE"
"MIL2526-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2526-21XC";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=LWGnSsF6MmY";"0069-YOUTUBE"
"MIL2527-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=L4SDkxuNr0o";"0062-YOUTUBE"
"MIL2527-21";"MILWAUKEE";"https://milwaukeetool.widen.net/s/uhtnqt9fe4/milwaukeer-m12-fueltrade-";"0070-WIDENNET";"https://www.youtube.com/watch?v=L4SDkxuNr0o";"0062-YOUTUBE"
"MIL2528-21G1";"MILWAUKEE";"";;"https://assets.edgenet.com/d066cbfb-e56a-4887-9d8f-9d38c87725ed";"0071-EDGENET"
"MIL2528-21G2";"MILWAUKEE";"https://milwaukeetoolca.smugmug.com/Milwaukee-Brand-Videos-/French-Videos/n-Vjrd3Q/i-8NGLsjZ/A";"0072-SMUGMUG";"https://www.youtube.com/watch?v=RJf-eb8vCuI";"0063-YOUTUBE"
"MIL2529-20";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=ufxyJmrX6z0";"0073-YOUTUBE"
"MIL2531-20";"MILWAUKEE";"";;"https://assets.edgenet.com/b353a1a4-9a06-4ff1-adbe-b7fabd64f3e3";"0074-EDGENET"
"MIL2532-20";"MILWAUKEE";"https://assets.edgenet.com//21106bda-7801-4383-8410-be475d660126";"0075-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2532-22";"MILWAUKEE";"https://assets.edgenet.com//21106bda-7801-4383-8410-be475d660126";"0075-EDGENET";"https://www.youtube.com/watch?v=8DFlljLCM4o";"0020-YOUTUBE"
"MIL2533-20";"MILWAUKEE";"";;"https://assets.edgenet.com/94db1034-4131-42cb-b896-a7ccfa2789ec";"0076-EDGENET"
"MIL2533-21";"MILWAUKEE";"";;"https://www.youtube.com/watch?v=ltDReXejve2";"0077-YOUTUBE"
"MIL2534-20";"MILWAUKEE";"";;"https://assets.edgenet.com/990b150a-85a5-47c0-8878-52a255137308";"0078-EDGENET"
